Trace
Swept SA
A.07.06,N9010A
3304000000,-28.2089597500026
3308000000,-28.2993234694513
3312000000,-28.2449046961875
3316000000,-28.2603048914907
3320000000,-28.3609577220966
3324000000,-28.3293219806811
3328000000,-28.165397667244
3332000000,-28.2542915136702
3336000000,-28.3828719317029
3340000000,-28.3203688568156
3344000000,-28.2876001997727
3348000000,-28.2919544009506
3352000000,-28.2698508877242
3356000000,-28.2536268665877
3360000000,-28.3491131951581
3364000000,-28.3843799055419
3368000000,-28.3382000497225
3372000000,-28.3182882013817
3376000000,-28.3121871039235
3380000000,-28.3457725780717
3384000000,-28.3911170363996
3388000000,-28.4291121296152
3392000000,-28.4112520479772
3396000000,-28.3948618393618
3400000000,-28.4225678214201
3404000000,-28.5075988513545
3408000000,-28.5220759762107
3412000000,-28.4836376722583
3416000000,-28.556909718013
3420000000,-28.4802547154766
3424000000,-28.497380305742
3428000000,-28.5081409361914
3432000000,-28.4189502011134
3436000000,-28.4708672761917
3440000000,-28.5639407958988
3444000000,-28.5425520747113
3448000000,-28.5047132993293
3452000000,-28.5962233499239
3456000000,-28.5495653364072
3460000000,-28.482329100576
3464000000,-28.5679596590807
3468000000,-28.6386969575775
3472000000,-28.5410449613955
3476000000,-28.5933200135046
3480000000,-28.6044386209848
3484000000,-28.6126174824201
3488000000,-28.5173216136398
3492000000,-28.6091903783428
3496000000,-28.5673006980019
3500000000,-28.5312905097508
3504000000,-28.5320271470612
3508000000,-28.5709804829557
3512000000,-28.5628978821313
3516000000,-28.602586154537
3520000000,-28.5996481092913
3524000000,-28.5445295717482
3528000000,-28.5540854471934
3532000000,-28.5577618305487
3536000000,-28.6106789601565
3540000000,-28.6297890102477
3544000000,-28.6158269173336
3548000000,-28.5930455862846
3552000000,-28.6090265444126
3556000000,-28.6289075627827
3560000000,-28.6542674490149
3564000000,-28.6531696208428
3568000000,-28.569758903413
3572000000,-28.6465643454314
3576000000,-28.5752652058394
3580000000,-28.5132499721121
3584000000,-28.6188002629455
3588000000,-28.5156285845894
3592000000,-28.5300467480301
3596000000,-28.5231517526452
3600000000,-28.7203767600606
3604000000,-28.5603715206464
3608000000,-28.4481371544623
3612000000,-28.0919038665496
3616000000,-28.411812168969
3620000000,-28.5523959626481
3624000000,-28.681186869063
3628000000,-28.6727331215738
3632000000,-28.7407127712526
3636000000,-28.9233425166833
3640000000,-28.9531054677782
3644000000,-29.0534223239511
3648000000,-29.3183649586397
3652000000,-29.2834534967462
3656000000,-29.2044458441789
3660000000,-29.1607151441507
3664000000,-29.1169844441224
3668000000,-29.0232780613305
3672000000,-29.1103660603013
3676000000,-29.1915745671823
3680000000,-29.0625912318513
3684000000,-28.9894630713738
3688000000,-29.192671039119
3692000000,-29.1283621167764
3696000000,-29.1710436007925
3700000000,-29.2558871066992
3704000000,-29.1231894052817
3708000000,-29.1198405298407
3712000000,-29.1752865752981
3716000000,-29.1102030329138
3720000000,-29.0980349193381
3724000000,-29.1858181712897
3728000000,-29.2103968832755
3732000000,-29.1232652455542
3736000000,-29.1845907831015
3740000000,-29.1195072407172
3744000000,-29.0632429364676
3748000000,-29.0628338070716
3752000000,-29.0624246776756
3756000000,-29.0884732626838
3760000000,-28.9851730217155
3764000000,-29.0464985592628
3768000000,-29.0497641124229
3772000000,-29.0368610623359
3776000000,-29.0570301552543
3780000000,-29.0742595021278
3784000000,-29.0620913885521
3788000000,-29.0910797196052
3792000000,-29.1582847492424
3796000000,-29.0344062859596
3800000000,-29.0339971565636
3804000000,-29.0453470113472
3808000000,-28.9420467703789
3812000000,-28.9857338316567
3816000000,-28.9912041943505
3820000000,-29.0319515095833
3824000000,-28.9742173323113
3828000000,-29.0340729968362
3832000000,-29.0924587883385
3836000000,-28.9568213408761
3840000000,-29.1004597676812
3844000000,-29.2058814959024
3848000000,-29.0085093814965
3852000000,-29.0051605060556
3856000000,-28.9988718845697
3860000000,-28.9867037709939
3864000000,-28.9774754034631
3868000000,-29.1475715446725
3872000000,-29.0207533353449
3876000000,-29.0438621743082
3880000000,-29.1022479658106
3884000000,-29.1694529954477
3888000000,-29.1719836120966
3892000000,-29.2421283877787
3896000000,-29.2240807821131
3900000000,-29.1090215569651
3904000000,-29.2203227772761
3908000000,-29.2522508543742
3912000000,-29.2724199472926
3916000000,-29.2367338653575
3920000000,-29.365673561938
3924000000,-29.3564451944072
3928000000,-29.323698858517
3932000000,-29.3810538950915
3936000000,-29.4033463812276
3940000000,-29.2904105492972
3944000000,-29.3832569405113
3948000000,-29.4481757442987
3952000000,-29.4197576111598
3956000000,-29.3531227794369
3960000000,-29.3761502020842
3964000000,-29.3418525768554
3968000000,-29.2965309039582
3972000000,-29.3687990728579
3976000000,-29.3705133366795
3980000000,-29.298733949378
3984000000,-29.4827124679847
3988000000,-29.5373421606149
3992000000,-29.4574784716898
3996000000,-29.4996142436291
4000000000,-29.4925092693159
4004000000,-29.406766088301
4008000000,-29.3959864314316
4012000000,-29.444736631972
4016000000,-29.4376316576587
4020000000,-29.412888207076
4024000000,-29.4528191694816
4028000000,-29.4310154649437
4032000000,-29.4003925222712
4036000000,-29.3844683098232
4040000000,-29.5037724154416
4044000000,-29.4555109964995
4048000000,-29.5483573877136
4052000000,-29.6243002391695
4056000000,-29.4650634070316
4060000000,-29.4858860201451
4064000000,-29.552274696955
4068000000,-29.5253264368385
4072000000,-29.4410531288461
4076000000,-29.5250802819255
4080000000,-29.5444330220166
4084000000,-29.4579549044905
4088000000,-29.5368375019913
4092000000,-29.5289975911668
4096000000,-29.5042541405841
4100000000,-29.4795106900013
4104000000,-29.6429109862936
4108000000,-29.5711315989921
4112000000,-29.5258099260949
4116000000,-29.5517770947871
4120000000,-29.7070930894558
4124000000,-29.6220848449522
4128000000,-29.6355580929534
4132000000,-29.6490313409547
4136000000,-29.6713238270907
4140000000,-29.758290726215
4144000000,-29.7776434663061
4148000000,-29.8175744287116
4152000000,-29.8780836134316
4156000000,-29.9503517823313
4160000000,-29.9167890936138
4164000000,-30.0037559927381
4168000000,-30.1024818760421
4172000000,-30.0468710919877
4176000000,-30.0912116734606
4180000000,-30.17523882654
4184000000,-30.1122786773732
4188000000,-30.0728364965659
4192000000,-30.1598033956902
4196000000,-30.1997343580957
4200000000,-30.0427023354915
4204000000,-30.1881349773947
4208000000,-30.1410142533554
4212000000,-30.112266942097
4216000000,-30.1511337898717
4220000000,-30.2958314952636
4224000000,-30.1825664852137
4228000000,-30.1942406820729
4232000000,-30.237517148915
4236000000,-30.2896128538919
4240000000,-30.1903116375553
4244000000,-30.2086002630156
4248000000,-30.1680939675775
4252000000,-30.1981415772174
4256000000,-30.2370084249922
4260000000,-30.2935137490364
4264000000,-30.2059715168796
4268000000,-30.2771755711484
4272000000,-30.3718975937767
4276000000,-30.3343310443835
4280000000,-30.2908850029004
4284000000,-30.3562095650794
4288000000,-30.3480404761354
4292000000,-30.2457995137539
4296000000,-30.2721724408377
4300000000,-30.1706664149674
4304000000,-30.141919103709
4308000000,-30.1396295068548
4312000000,-30.1138219416413
4316000000,-30.2820376153926
4320000000,-30.2062543674154
4324000000,-30.4538431843796
4328000000,-30.3751201903574
4332000000,-30.3934088158177
4336000000,-30.6027809341979
4340000000,-30.591672099209
4344000000,-30.7099120901966
4348000000,-30.6400083343093
4352000000,-30.6277297372269
4356000000,-30.5925677639312
4360000000,-30.5625503462141
4364000000,-30.6809901037656
4368000000,-30.6517076225598
4372000000,-30.7988099040492
4376000000,-30.822442851652
4380000000,-30.7931603704462
4384000000,-30.9490818900704
4388000000,-30.9344981390892
4392000000,-30.9324083087989
4396000000,-30.9170896213064
4400000000,-31.0083367279424
4404000000,-30.9349580560627
4408000000,-30.9438922734409
4412000000,-30.9057905541003
4416000000,-30.9264837556581
4420000000,-30.8854422902726
4424000000,-31.0002073652679
4428000000,-30.8797927566695
4432000000,-30.8710884977782
4436000000,-30.9094201756055
4440000000,-30.8781338398362
4444000000,-30.9111433479138
4448000000,-30.9250445066994
4452000000,-30.8926446652776
4456000000,-30.8573050778108
4460000000,-30.7425923471311
4464000000,-30.7513489503381
4468000000,-30.6807324103322
4472000000,-30.7159467279436
4476000000,-30.690896251634
4480000000,-30.5482559335275
4484000000,-30.5217355841955
4488000000,-30.5628293938967
4492000000,-30.6039232035978
4496000000,-30.3892591073908
4500000000,-30.4185939329123
4504000000,-30.477326218883
4508000000,-30.3920109486525
4512000000,-30.3654905993205
4516000000,-30.3507292341681
4520000000,-30.2448357416232
4524000000,-30.3329654880431
4528000000,-30.3182041228908
4532000000,-30.3063825037834
4536000000,-30.403331488338
4540000000,-30.4973407268478
4544000000,-30.5237358063243
4548000000,-30.499420266526
4552000000,-30.479514345795
4556000000,-30.6176197749786
4560000000,-30.5705212033321
4564000000,-30.6557112037071
4568000000,-30.6624837940226
4572000000,-30.6274407066707
4576000000,-30.6306143179027
4580000000,-30.7293296755947
4584000000,-30.6810577310406
4588000000,-30.6687976755368
4592000000,-30.6668267311902
4596000000,-30.6508919931302
4600000000,-30.7731253191816
4604000000,-30.7483713429869
4608000000,-30.6611477633375
4612000000,-30.5511411518401
4616000000,-30.6035555093245
4620000000,-30.6170182317138
4624000000,-30.5974088110977
4628000000,-30.655702660672
4632000000,-30.5104190966355
4636000000,-30.5238818190247
4640000000,-30.6637536213456
4644000000,-30.7066138041841
4648000000,-30.7259560186632
4652000000,-30.6394673755251
4656000000,-30.664689082094
4660000000,-30.6296459947421
4664000000,-30.7722699365137
4668000000,-30.6739603497343
4672000000,-30.7079393349763
4676000000,-30.6537259388707
4680000000,-30.6112715269447
4684000000,-30.5423594006145
4688000000,-30.6263140686202
4692000000,-30.5309442278857
4696000000,-30.5090680382742
4700000000,-30.6018419444146
4704000000,-30.5652670245785
4708000000,-30.6933178832581
4712000000,-30.7243571224552
4716000000,-30.6466257579902
4720000000,-30.6541470288279
4724000000,-30.7204632205641
4728000000,-30.7044665230424
4732000000,-30.4532901419271
4736000000,-30.7077500805382
4740000000,-30.7270303355556
4744000000,-30.7139733840789
4748000000,-30.8361447506686
4752000000,-30.9406776409888
4756000000,-30.8276693239847
4760000000,-30.7411187213849
4764000000,-30.931287636729
4768000000,-31.0156256944559
4772000000,-31.1499394349465
4776000000,-31.134326127146
4780000000,-31.0363999300877
4784000000,-30.9355339869846
4788000000,-31.0551489972505
4792000000,-31.0248369592254
4796000000,-30.9592479686613
4800000000,-30.9671526292202
4804000000,-30.971656411489
4808000000,-31.0371599241898
4812000000,-31.0637118017954
4816000000,-31.0968781080021
4820000000,-31.0594905091307
4824000000,-31.1984876729546
4828000000,-31.2140155028918
4832000000,-31.1220503723732
4836000000,-31.1665912031274
4840000000,-31.2052525417918
4844000000,-31.1322035307491
4848000000,-31.0826724880659
4852000000,-31.0713581439665
4856000000,-31.0747425300919
4860000000,-31.0869461543519
4864000000,-30.98449968286
4868000000,-31.0278221498746
4872000000,-31.0677987495977
4876000000,-31.1533414130171
4880000000,-31.1477519490439
4884000000,-31.2112465171264
4888000000,-30.8602368928749
4892000000,-30.8972737465531
4896000000,-30.9284311081415
4900000000,-31.1212745022005
4904000000,-31.0260227838572
4908000000,-31.0072044626819
4912000000,-31.2412043013698
4916000000,-31.3370360759465
4920000000,-31.2800010561872
4924000000,-31.2964596875509
4928000000,-31.3540747635435
4932000000,-31.2764615214698
4936000000,-31.7162435833023
4940000000,-31.6327508491386
4944000000,-31.6521492265473
4948000000,-31.4569461426767
4952000000,-31.5674766474779
4956000000,-31.2958401664393
4960000000,-31.3064193057132
4964000000,-31.3669741277508
4968000000,-31.4686853944172
4972000000,-31.3410964695798
4976000000,-31.3105191642248
4980000000,-31.3857727164869
4984000000,-31.3316774427726
4988000000,-31.1805705495757
4992000000,-31.3616549594551
4996000000,-31.3082946222519
5000000000,-31.0960080421773
5004000000,-31.3219766045368
5008000000,-31.295127007033
5012000000,-31.2315305839677
5016000000,-31.3413791775527
5020000000,-31.2175179605665
5024000000,-31.2729812523205
5028000000,-31.2931675915354
5032000000,-31.3905222644295
5036000000,-31.2747453490668
5040000000,-31.2331970213384
5044000000,-31.3827321865299
5048000000,-31.2706299537233
5052000000,-31.3613701980164
5056000000,-31.3521590767821
5060000000,-31.3789598445981
5064000000,-31.3660740408077
5068000000,-31.381115824444
5072000000,-31.4711211322258
5076000000,-31.2708265180716
5080000000,-31.3586270163198
5084000000,-31.4405480224781
5088000000,-31.3828310915025
5092000000,-31.3221744144821
5096000000,-31.42173389691
5100000000,-31.4713176965741
5104000000,-31.2916013047344
5108000000,-31.3999800252969
5112000000,-31.4554433170509
5116000000,-31.2992448935706
5120000000,-31.3179151663262
5124000000,-31.2850382577348
5128000000,-31.3153658891093
5132000000,-31.2339831707766
5136000000,-31.4098282313747
5140000000,-31.1667594805714
5144000000,-31.1618101594067
5148000000,-31.2296195528539
5152000000,-31.1688150568357
5156000000,-31.2101667358786
5160000000,-31.3419156058028
5164000000,-31.3119784432563
5168000000,-31.1967886454071
5172000000,-31.4196696427239
5176000000,-31.3103593369646
5180000000,-31.2804221744181
5184000000,-31.3180991709048
5188000000,-31.2609693574428
5192000000,-31.2696369027664
5196000000,-31.4538742141453
5200000000,-31.3000407303581
5204000000,-31.2755560725475
5208000000,-31.4686126220611
5212000000,-31.3552006463916
5216000000,-31.302053464643
5220000000,-31.3304842356409
5224000000,-31.3765534829085
5228000000,-31.3403098409182
5232000000,-31.374620104006
5236000000,-31.4677252879922
5240000000,-31.2697956135312
5244000000,-31.3540815593827
5248000000,-31.3825123303807
5252000000,-31.2551365609978
5256000000,-31.465831586781
5260000000,-31.2414441979157
5264000000,-31.3345493819019
5268000000,-31.5040879630562
5272000000,-31.4325673685268
5276000000,-31.4110224567611
5280000000,-31.518826370972
5284000000,-31.3973300936789
5288000000,-31.4564014009832
5292000000,-31.287811769588
5296000000,-31.4029076315277
5300000000,-31.0704271581281
5304000000,-31.1465713849726
5308000000,-31.0433911030769
5312000000,-31.3370765372456
5316000000,-31.4514374626741
5320000000,-31.439389308171
5324000000,-31.4391001378476
5328000000,-31.4535096977487
5332000000,-31.3709076381675
5336000000,-31.447051865012
5340000000,-31.4085459961046
5344000000,-31.414136317871
5348000000,-31.450593973109
5352000000,-31.4253169614038
5356000000,-31.3809316004065
5360000000,-31.4894130337451
5364000000,-31.5067623396912
5368000000,-31.4858949470533
5372000000,-31.5495452532069
5376000000,-31.54117178126
